"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100"
"Sbj94_Time1",1,94,11,16,18,27,24,10,11,18,21,21,22,23,20,29,20,13,19,20,11,18,15,10,20,11,13,16,12,20,14,27,23,20,23,19,21,19,16,13,24,21,23,15,19,15,25,18,20,15,18,21,17,18,14,20,15,23,16,18,14,22,22,20,12,10,22,22,25,22,16,23,13,15,18,22,26,23,15,12,22,25,12,14,16,18,13,19,19,16,20,11,8,19,27,22,18,22,20,19,18,19
"Sbj94_Time2",2,94,16,45,15,11,54,7,17,14,13,14,13,12,25,37,11,22,48,25,70,12,11,14,16,20,24,11,53,11,18,18,14,13,29,32,49,12,29,50,29,31,14,15,7,39,42,38,54,13,14,37,10,17,20,30,12,33,23,30,24,43,16,29,14,23,25,16,39,12,11,24,15,14,13,55,33,17,46,41,20,19,7,22,60,13,37,42,21,45,27,17,10,15,22,27,37,13,18,32,12,45
"Sbj94_Time3",3,94,22,44,17,11,55,13,12,15,17,12,11,12,19,35,14,22,49,26,71,16,16,18,11,26,29,8,46,18,16,19,14,16,22,33,52,14,31,51,22,34,13,13,14,33,38,37,47,18,13,44,13,19,14,38,14,37,18,25,20,44,7,27,10,22,31,15,36,16,17,24,12,11,17,53,41,10,45,48,28,11,15,16,58,22,29,51,22,48,28,28,11,16,24,30,39,12,18,31,16,49
"Sbj94_Time4",4,94,20,45,18,16,53,8,12,17,15,12,12,15,22,40,17,19,48,25,69,14,16,8,16,24,21,15,46,15,21,16,16,11,24,33,50,8,28,48,28,34,16,11,17,38,45,38,46,17,18,42,12,25,22,34,13,35,17,31,20,47,15,27,21,22,29,10,37,16,8,26,10,16,19,58,30,11,45,44,29,18,14,24,60,18,32,50,21,49,35,23,13,22,27,26,38,13,5,34,17,46
"Sbj95_Time1",1,95,21,19,15,22,25,7,18,23,21,14,15,22,25,24,21,17,17,26,20,17,16,20,19,18,22,16,26,24,16,22,15,19,28,15,15,20,15,21,20,17,19,15,17,24,15,14,20,14,9,15,20,19,22,21,18,26,10,21,17,15,17,18,23,17,23,25,21,19,23,16,24,16,19,20,23,26,19,23,23,12,28,20,24,16,21,21,20,17,18,26,19,22,19,16,11,17,22,12,18,27
"Sbj95_Time2",2,95,35,11,32,16,29,10,27,23,15,29,20,18,23,8,8,10,31,23,18,18,20,45,35,14,41,21,12,15,34,18,9,12,28,22,26,33,16,24,28,4,16,13,14,38,16,11,28,46,16,40,18,61,15,11,20,20,20,10,17,49,26,27,43,28,13,12,30,32,27,24,14,27,36,28,32,14,9,19,34,38,14,25,20,43,9,11,23,16,13,12,16,23,19,21,33,33,17,50,12,10
"Sbj95_Time3",3,95,32,11,25,19,35,16,23,24,10,26,23,20,13,13,13,22,28,20,19,18,15,49,41,15,41,15,14,14,43,15,10,12,25,18,30,35,16,23,35,15,13,17,8,39,14,9,29,45,10,35,17,68,18,15,23,13,18,6,20,47,35,25,43,26,15,13,34,30,21,25,13,27,32,24,21,11,12,26,30,35,16,20,28,42,13,11,31,11,9,17,12,25,16,23,37,32,5,46,12,13
"Sbj95_Time4",4,95,30,20,29,5,35,11,25,23,7,33,27,18,11,15,17,16,28,23,18,22,16,42,38,19,40,12,12,9,41,12,11,11,29,21,34,31,5,27,26,12,17,16,13,40,13,13,34,52,16,31,17,62,16,13,23,15,25,12,24,45,30,21,43,22,17,10,37,24,20,27,16,26,36,25,35,13,14,26,31,36,15,19,21,44,17,13,25,13,11,17,13,24,10,19,30,39,15,49,16,14
"Sbj96_Time1",1,96,21,23,19,11,24,21,17,22,21,25,19,24,20,15,15,22,18,17,16,13,24,24,18,20,16,26,20,16,20,19,14,23,17,21,24,14,23,18,20,11,11,14,8,16,17,18,13,14,22,14,19,10,18,22,16,25,21,22,20,19,30,12,17,16,17,23,14,17,21,16,15,14,19,13,18,20,20,17,25,14,7,26,20,21,16,19,19,10,23,12,15,17,23,20,20,17,19,17,23,13
"Sbj96_Time2",2,96,13,20,11,15,19,41,28,18,16,15,25,16,13,10,24,17,16,25,14,19,10,23,29,33,21,17,30,23,15,23,13,31,17,39,21,24,27,16,31,16,15,23,19,24,39,11,16,31,27,18,38,17,16,13,29,21,26,35,18,16,46,32,31,21,18,25,18,8,26,9,29,26,29,9,18,13,25,14,31,26,15,24,36,35,16,24,14,15,9,22,20,20,16,27,16,32,13,20,20,12
"Sbj96_Time3",3,96,8,18,15,15,21,37,20,21,14,14,25,12,14,13,20,15,21,23,13,21,12,11,40,26,25,25,28,23,21,33,13,24,23,39,23,28,23,19,23,13,9,13,16,29,33,10,18,33,25,12,44,22,21,18,23,22,25,38,16,18,42,30,30,21,10,24,21,16,27,12,31,19,26,8,25,9,34,21,31,28,14,22,31,31,12,26,12,14,9,33,25,29,10,19,16,20,20,22,20,13
"Sbj96_Time4",4,96,15,21,16,15,22,42,22,18,15,13,24,13,10,17,24,8,19,28,25,22,17,22,34,23,22,18,35,24,24,26,14,28,17,39,16,23,22,19,35,20,12,14,15,26,37,15,15,33,26,19,36,18,19,15,23,22,23,34,16,24,52,32,32,21,7,22,20,19,26,12,35,24,24,18,14,14,33,12,32,24,19,27,29,24,14,22,18,14,13,26,27,21,17,19,11,28,13,17,20,10
"Sbj97_Time1",1,97,20,12,11,15,17,15,27,19,18,18,16,21,16,21,19,19,20,19,25,13,10,20,15,26,18,20,19,17,19,12,8,17,23,18,19,19,22,22,8,18,11,22,20,16,18,23,22,13,17,9,14,18,17,11,19,27,13,19,23,18,18,18,19,22,16,26,21,8,17,15,10,22,16,11,15,21,16,23,20,26,11,7,19,7,12,25,16,19,25,12,21,17,19,19,24,21,15,12,14,19
"Sbj97_Time2",2,97,15,24,15,19,18,17,38,27,7,17,18,10,34,27,31,21,29,11,28,10,27,15,16,30,23,9,30,17,19,12,31,28,24,13,35,14,15,14,44,35,29,16,20,27,36,19,17,37,15,12,11,11,25,10,27,31,34,29,13,19,21,13,12,32,6,19,19,16,33,17,20,40,16,34,15,37,11,13,28,13,19,33,30,16,11,32,21,12,14,43,22,17,20,16,26,27,12,33,12,20
"Sbj97_Time3",3,97,21,23,16,16,19,14,40,25,12,18,10,14,35,29,32,14,30,16,23,9,32,17,19,21,20,7,37,8,23,10,24,29,23,13,38,17,10,11,41,35,20,17,19,28,37,17,17,34,16,17,13,14,24,14,27,29,30,35,19,17,22,14,14,25,11,12,17,12,27,17,25,42,15,26,14,40,15,21,32,14,17,27,30,10,10,28,30,20,10,48,19,15,21,15,27,28,20,21,12,25
"Sbj97_Time4",4,97,18,26,12,15,24,18,41,19,11,13,18,12,27,30,36,15,31,16,17,11,29,12,14,27,23,12,34,13,20,11,26,25,19,12,35,14,14,15,43,31,30,10,23,28,34,16,20,35,13,17,8,10,27,17,30,28,36,31,15,12,22,15,9,22,12,17,22,13,29,18,18,41,18,31,15,40,16,16,35,12,10,27,25,9,11,26,30,18,13,44,16,16,18,13,29,21,9,28,18,24
"Sbj98_Time1",1,98,19,14,21,24,16,19,28,19,19,18,17,14,24,16,19,15,20,22,13,26,13,24,29,18,14,22,17,12,14,25,19,18,25,23,27,18,26,14,22,16,14,23,24,23,22,22,17,13,20,12,20,18,23,23,13,18,15,15,22,21,20,13,15,22,18,25,26,16,11,10,17,19,23,16,18,11,22,27,22,19,24,20,24,16,22,8,21,15,22,13,19,19,14,16,22,23,13,29,19,18
"Sbj98_Time2",2,98,36,32,10,12,31,44,59,8,41,59,55,13,14,12,16,16,17,11,31,16,27,11,63,10,7,34,61,73,13,48,11,61,51,56,39,32,35,27,48,24,64,22,29,15,25,41,53,13,51,21,14,51,15,32,30,32,45,34,14,32,12,29,11,52,16,12,64,15,21,73,15,13,55,14,35,67,15,28,10,77,48,96,41,13,19,12,66,26,57,43,74,11,62,17,57,61,41,52,30,9
"Sbj98_Time3",3,98,35,35,10,9,34,52,64,14,34,54,62,17,15,14,16,21,11,8,35,15,25,17,62,13,12,25,63,80,13,48,17,59,56,54,43,38,30,29,48,25,59,24,29,12,30,40,55,14,52,16,10,61,19,35,32,34,38,32,18,31,14,30,10,47,13,10,61,14,10,67,8,10,51,8,38,64,14,28,11,83,47,90,40,16,21,19,66,32,50,41,67,9,59,13,56,55,42,49,31,14
"Sbj98_Time4",4,98,28,31,13,11,33,44,61,17,26,57,58,14,15,9,9,22,12,16,33,18,29,12,63,13,13,32,62,83,17,49,20,62,50,50,39,37,35,24,43,28,59,21,24,18,33,40,55,10,48,22,12,52,6,37,32,37,42,38,11,33,13,32,23,51,9,14,66,14,12,66,18,13,54,15,43,66,14,32,16,73,44,94,42,16,14,18,68,28,53,44,66,11,57,13,51,59,35,48,30,11
"Sbj99_Time1",1,99,18,19,20,19,22,13,30,14,19,21,18,15,26,9,17,12,14,14,16,19,16,16,21,18,24,14,18,12,16,13,10,12,17,11,19,16,20,21,11,21,20,13,16,14,24,18,11,27,14,17,13,18,15,21,18,20,17,22,14,20,22,13,16,22,17,17,24,18,23,20,20,17,11,17,11,13,11,13,11,21,18,14,16,22,19,19,16,29,14,19,21,16,17,13,16,21,22,17,20,25
"Sbj99_Time2",2,99,32,49,10,16,43,30,17,28,38,60,14,54,33,15,57,10,10,34,10,15,17,16,46,16,38,10,18,43,26,46,71,59,82,66,10,9,22,12,9,19,18,51,69,19,42,21,14,18,9,16,7,9,11,18,18,25,11,43,58,18,18,62,47,32,8,17,35,20,15,34,54,26,36,16,9,12,38,25,7,11,13,14,37,11,18,12,17,11,16,25,13,42,15,16,8,79,37,60,32,13
"Sbj99_Time3",3,99,32,55,17,16,47,24,18,29,45,59,15,48,32,14,54,11,13,26,9,12,12,17,42,19,38,18,14,43,23,41,71,60,77,67,18,10,22,13,16,14,24,48,64,19,36,12,11,14,16,19,19,16,16,13,15,27,15,53,59,18,25,62,51,37,13,14,37,20,17,34,51,34,38,17,15,11,34,25,19,11,13,14,35,18,16,16,13,14,15,12,17,48,11,15,16,75,35,57,24,9
"Sbj99_Time4",4,99,29,53,10,18,49,22,13,25,45,58,10,50,36,12,53,11,13,32,10,13,13,6,42,21,41,15,19,37,21,45,73,53,75,69,9,18,23,12,16,11,22,57,57,13,41,14,14,11,16,19,12,17,7,19,14,30,15,48,61,11,24,63,48,29,12,15,31,18,11,40,51,33,38,22,10,11,35,21,17,9,17,16,31,16,11,13,7,14,14,20,10,47,9,20,15,79,34,57,28,14
